"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,1.4365079,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.3968254,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.3968254,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6785715,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.2460318,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,3.0330954,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,3.0214286,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,3.0732539,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.8965871,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.8373015,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.8373015,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.8373015,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.8373015,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.8214285,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.3333333,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.2301588,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,4.8333335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,4.5833335,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,4.1309524,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,4.1309524,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,3.5595238,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,3.1845238,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.4722223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.3055556,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.7142857,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.8412699,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,3.5476191,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,3.5476191,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,3.5476191,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,3.5476191,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2142856,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.2142856,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.0476191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,2.7976191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,2.7976191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,2.7976191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.7976191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,2.7976191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,2.7976191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,2.7023809,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,2.7023809,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,2.6547618,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,2.6547618,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,2.6547618,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6071429,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1995","1995","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1996","1996","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1997","1997","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1998","1998","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","1999","1999","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2000","2000","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2001","2001","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2002","2002","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2003","2003","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2004","2004","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2005","2005","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2006","2006","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2007","2007","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.5952381,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","1991","1991","IDX","Index","0","Units",,,2.3928571,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","1992","1992","IDX","Index","0","Units",,,2.3928571,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","1993","1993","IDX","Index","0","Units",,,2.3928571,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","1994","1994","IDX","Index","0","Units",,,2.3928571,,
