"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,21406.76,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,21187.799,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,21196.588,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,21410.447,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,21356.533,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,21195.617,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,21103.824,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,21042.279,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,21310.053,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,21416.957,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,22140.191,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,21810.281,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,21629.799,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,21594.918,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,21783.131,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,21709.326,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,21588.119,,
"BEL","Belgium","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,21170.248,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1991","1991","USD","US Dollar","0","Units",,,4966.2778,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,4795.4819,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,4364.5088,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,4272.2412,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,3824.5229,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,3719.2339,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,3735.167,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,3753.231,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,3937.0359,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,4063.5959,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,5841.6919,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,6936.8589,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,6627.9302,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,6581.7119,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,6835.0151,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,7211.1138,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,7000.125,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,6953.981,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,6914.71,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,6778.9722,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,6921.9839,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,7811.6089,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,8091.3501,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,8399.4414,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,8694.4355,,
"HUN","Hungary","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,9155.1201,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,13039.477,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,13501.801,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,14477.861,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,14800.696,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,15671.657,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,16405.211,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,16764.969,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,17240.371,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,17198.191,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,17359.232,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,17053.221,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,16701.367,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,16628.547,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,16510.783,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,16630.965,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,17125.453,,
"GBR","United Kingdom","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,17568.326,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1991","1991","USD","US Dollar","0","Units",,,12323.988,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,11844.684,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,11581.477,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,11766.672,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,11820.161,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,11776.539,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,12059.593,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,12135.014,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,12243.383,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,12368.68,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,12363.485,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,12566.096,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,12759.384,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,13035.182,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,13288.276,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,13672.275,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,14000.953,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,14276.618,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,14914.342,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,14494.549,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,14140.007,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,11309.243,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,11052.496,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,11199.34,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,11397.206,,
"GRC","Greece","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,11492.088,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,8247.7852,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,8662.7275,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,8859.1172,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,8920.1504,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,9296.2383,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,9412.7402,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,9860.0186,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,10228.709,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,10564.821,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,10911.386,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,11176.718,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,11273.049,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,11147.784,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,11400.252,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,11727.232,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,13827.877,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,14240.07,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,14200.683,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,14331.078,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,14394.414,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,14512.807,,
"SVN","Slovenia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,14520.798,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,5116.5278,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,4959.5952,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,5899.2031,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,6524.4878,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,5811.7769,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,7451.978,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,6405.397,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,5524.0068,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,5919.8218,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,6300.437,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,8220.3564,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,8564.9561,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,8491.3682,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,8436.2979,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,8301.5244,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,8514.1846,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,8595.4482,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,8853.4424,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,9093.6318,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,9261.2588,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,9379.5137,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,10062.421,,
"TUR","Turkey","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,12074.759,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1991","1991","USD","US Dollar","0","Units",,,5588.3252,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,6102.2622,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,5090.2539,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,4860.0908,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,4424.6558,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,4503.1821,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,4343.1382,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,4524.145,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,4705.3862,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,4991.1812,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,5138.0459,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,5589.9028,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,5772.5122,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,5826.6079,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,6053.5649,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,6210.7881,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,6599.4609,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,6615.625,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,7155.2778,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,7380.063,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,7316.3691,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,7288.9409,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,7418.9419,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,7738.9971,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,8381.8604,,
"SVK","Slovak Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,8979.9912,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1991","1991","USD","US Dollar","0","Units",,,22613.637,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,22586.33,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,22168.975,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,21564.83,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,21157.918,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,21014.754,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,20939.568,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,21084.791,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,21261.332,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,21353.031,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,21733.516,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,21972.158,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,22192.141,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,22051.078,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,21685.006,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,21681.658,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,21844.66,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,21915.264,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,22366.592,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,22433.141,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,22075.713,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,21994.473,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,21723.5,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,21820.785,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,21856.795,,
"NLD","Netherlands","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,22209.799,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1991","1991","USD","US Dollar","0","Units",,,11640.278,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,11614.496,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,11551.057,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,11415.049,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,11288.846,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,11286.877,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,11360.251,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,11391.692,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,11335.743,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,11182.511,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,11014.932,,
