"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,30625.932308,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,32567.626227,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,34176.901743,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,35184.233632,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,34795.158221,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,36056.659937,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,37485.25235,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,37671.028181,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,39515.13827,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,40246.864684,,
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,41199.219769,"P","Provisional value"
"FRA","France","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,41489.897831,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,20950.945103,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,21697.793643,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,21880.41229,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,22838.471174,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23672.966984,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,24243.649993,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,24785.899378,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,25554.023599,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,26579.739076,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,27529.780429,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,28832.881133,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,29654.218685,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,30350.480898,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,31848.802721,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,32413.540064,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,34769.442587,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,37009.825793,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,38662.606129,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,37734.236963,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,39993.301883,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,42692.50173,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,43564.07389,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,45231.971754,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,47057.85042,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,47998.620842,,
"DEU","Germany","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,48839.315358,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,13944.36199,"E","Estimated value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,14257.705052,"E","Estimated value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,14284.615004,"E","Estimated value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,14813.178974,"E","Estimated value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,15398.581853,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,16130.04945,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,17142.081985,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,18015.079539,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,18464.726453,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,19503.905892,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,21011.642771,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,22615.957435,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,23868.663191,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,25455.197247,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,25577.445437,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,28535.859054,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,29280.365435,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,30855.935774,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,30396.41535,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,28202.722822,,
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,26141.091034,"P","Provisional value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,25284.405782,"P","Provisional value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,26097.797516,"P","Provisional value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,26430.669452,"P","Provisional value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,26357.758107,"P","Provisional value"
"GRC","Greece","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,26691.120063,"P","Provisional value"
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,7141.648962,"E","Estimated value"
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,7425.399216,"E","Estimated value"
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,8021.025219,"E","Estimated value"
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,8640.208102,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,9360.732907,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,10061.016781,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,10601.776161,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,10701.518064,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,11322.737899,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,12398.235627,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,13290.17514,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,14123.240053,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,15170.44269,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,16572.063714,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,18812.959341,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,21070.779311,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,23574.932189,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,22949.223553,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,24833.009097,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,25836.338992,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,26654.008792,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,27899.621343,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,29020.580125,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,29915.122084,,
"SVK","Slovak Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,30619.013745,"E","Estimated value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,14238.955189,"E","Estimated value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,14664.578255,"E","Estimated value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,14826.205523,"E","Estimated value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,15474.837215,"E","Estimated value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,16209.743536,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,16919.3456,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,17859.682598,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,19014.413811,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,19915.643269,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,21524.489648,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,23010.90154,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,24367.743114,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,25049.403147,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,26236.921526,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,27696.446679,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,30858.560647,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,32577.618013,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,33441.960446,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,32420.377266,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,31994.069395,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,32071.609738,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,31991.049756,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,32620.783452,,
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,33676.819355,"P","Provisional value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,34726.641464,"P","Provisional value"
"ESP","Spain","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,36290.997098,"P","Provisional value"
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,27505.39128,"E","Estimated value"
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,27864.904085,"E","Estimated value"
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,28305.377506,"E","Estimated value"
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,29075.146652,"E","Estimated value"
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,29577.904815,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,30248.770314,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,31526.25091,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,32599.234715,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,33502.023023,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,35355.433627,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,36605.921177,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,37430.458731,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,37362.118363,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,38879.202291,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,40213.036743,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,44705.494441,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,49222.492474,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,52096.613113,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,51428.731157,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,52728.479684,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,55918.718185,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,57590.718833,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,59788.213361,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,61227.957628,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,62499.64598,,
"CHE","Switzerland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,62882.17978,"E","Estimated value"
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,17045.765444,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,17452.711868,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,18274.970667,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,19339.398931,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,20180.73323,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,21508.533249,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,22700.310431,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,23237.049551,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,23975.351034,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,26033.624558,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,27362.07418,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,28632.54593,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,29903.537721,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,31637.588883,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,32268.46224,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,34343.511085,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,35153.305966,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,36058.164916,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,34411.966468,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,35744.927887,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,36440.975536,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,37475.045871,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,39030.287467,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,40719.389742,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,41779.385718,,
"GBR","United Kingdom","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,42651.342488,,
"PRT","Portugal","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,12705.521866,"E","Estimated value"
