"COUNTRY","Country","SEX","Sex","AGE","Age","SERIES","Series","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,57.2193594018389,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,56.919330903223,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,57.1348901059616,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,58.4773656687708,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,59.0240366163949,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,59.2029201641882,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,59.2985792753027,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,59.4595747706748,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,59.519943019943,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,60.1160620552899,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,60.0540556249818,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,60.3447527245886,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,60.4075754302585,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,60.169133723356,,
"DEU","Germany","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,60.9324959613254,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1991","1991","PC","Percentage","0","Units",,,48.2548452592951,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,48.613583960654,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,48.8795730456355,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,49.0839720743458,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,49.2040675554846,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,49.6615931721002,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,48.8536493737926,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,50.9828147003142,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,50.6974971415091,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,52.1721477164724,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,51.4472910506679,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,51.7769012734196,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,52.2584239255498,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,52.8730834832339,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,52.9013838796409,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,53.0792437110415,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,52.9347291510651,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,52.9755475653523,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,53.4475902976913,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,53.5045629783994,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,52.6645545361812,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,52.3294310004846,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,52.0277712104029,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,51.8270748500484,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,51.9940975799966,,
"GRC","Greece","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,52.1501024907738,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,58.3036794435864,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,55.6598020340528,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,53.6520601548627,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,52.3709047477711,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,51.8481050007002,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,51.2179482218272,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,51.4015650244467,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,52.5781609628479,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,52.9584156613582,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,52.7816373275489,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,52.9424642965998,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,53.795400528624,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,53.7908613170649,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,54.4596382096294,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,55.0343394950486,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,54.7038283683109,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,54.2886867685832,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,54.2689279225185,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,54.835762842381,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,55.2357057740097,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,56.3208004608835,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,56.9504313037225,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,58.6851178008006,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,59.9413656353136,,
"HUN","Hungary","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,61.0888514610084,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1991","1991","PC","Percentage","0","Units",,,52.2204968944099,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,53.3373318481707,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,53.8542811258558,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,53.0779110228342,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,53.7103566064961,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,54.4459420674221,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,54.8892186095616,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,56.8912091678236,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,58.6366603086565,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,59.551433542272,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,59.7712174880319,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,59.8325681752705,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,59.923796754841,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,60.5150747730779,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,62.0924574125072,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,63.201231492349,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,64.1472751096137,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,63.7286712133384,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,62.4649305620471,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,61.1083317688895,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,60.5401354580609,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,60.1375812921315,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,60.5164092187627,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,59.9866438303896,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,60.1563584387796,,
"IRL","Ireland","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,60.488770701059,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1991","1991","PC","Percentage","0","Units",,,49.5424836601307,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,49.9033120757046,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,48.3915760240685,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,47.8340859675531,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,47.5594284882391,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,47.5889639173122,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,47.6517542231298,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,48.0207177210507,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,48.2618593490432,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,48.4897703225478,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,48.6934034935313,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,48.9452505791977,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,49.2387914102661,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,49.4715417683145,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,49.0534747931405,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,49.0768992068736,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,48.7525033976593,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,49.1015866002199,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,48.4773555790616,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,48.2051025815988,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,48.1433607517535,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,49.0834191932556,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,48.7932071858839,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,49.0585739765526,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,48.968503052119,,
"ITA","Italy","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,49.5009699808103,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1991","1991","PC","Percentage","0","Units",,,51.8739181230139,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,53.5270614470631,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,52.7088181036135,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,52.6923344344393,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,50.7984743506136,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,50.9591902471906,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,51.1944302701845,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,51.3508173897243,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,52.3404297423072,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,53.4119438958363,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,53.8146319387409,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,54.7647421179104,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,54.1748749003929,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,55.0049020942553,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,55.5554980024666,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,55.0079331088439,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,55.9304958141535,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,56.0111438592809,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,58.1634995092146,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,57.6992199153171,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,57.5881027285314,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,58.7507185730335,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,59.3930332031764,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,60.0794457217636,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,59.97763419667,,
"LUX","Luxembourg","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,57.7342621506671,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1991","1991","PC","Percentage","0","Units",,,58.2295505054746,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,58.075824765921,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,58.3309016029762,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,58.7657976672066,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,59.9013902360168,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,60.1381193286758,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,61.1337650915487,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,61.7794386578675,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,62.324221835993,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,63.0588235294118,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,63.0653070755818,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,63.8085665687336,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,63.1498000615195,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,63.296080832823,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,63.615578080939,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,63.7288392924922,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,64.767661503589,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,65.4851306698708,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,65.5764635603345,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,65.0939891522401,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,64.7759207217867,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,65.2362383646952,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,65.1862742745123,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,64.6173966268124,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,64.3826031581652,,
"NLD","Netherlands","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,64.0861774019032,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1991","1991","PC","Percentage","0","Units",,,68.4803605924018,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1992","1992","PC","Percentage","0","Units",,,68.3991017003529,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1993","1993","PC","Percentage","0","Units",,,68.1062060140755,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1994","1994","PC","Percentage","0","Units",,,68.514977692798,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1995","1995","PC","Percentage","0","Units",,,69.6400127429118,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1996","1996","PC","Percentage","0","Units",,,71.1245235069886,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1997","1997","PC","Percentage","0","Units",,,72.5023786869648,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1998","1998","PC","Percentage","0","Units",,,73.2954545454546,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","1999","1999","PC","Percentage","0","Units",,,73.2726130653266,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","Units",,,73.477038425492,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","Units",,,73.4598630989421,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","Units",,,73.5312306740878,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","Units",,,72.8360957642726,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","Units",,,72.644098810613,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","Units",,,72.445871657134,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","Units",,,72.000470976098,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,72.7700211895156,,
"NOR","Norway","MW","All persons","900000","Total","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,73.9357452636385,,
